timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1620201410698,4149,query96,200,OK,50 Concurrent User: Azure Synapse Analytics (DW1000c) 4-18,text,true,,8,0,18,18,null,4149,0,959
1620201407708,31367,query61,200,OK,50 Concurrent User: Azure Synapse Analytics (DW1000c) 4-15,text,true,,66,0,17,17,null,31367,0,1009
1620201400697,39527,query42,200,OK,50 Concurrent User: Azure Synapse Analytics (DW1000c) 4-8,text,true,,793,0,16,16,null,39527,0,1015
1620201409697,36746,query88,200,OK,50 Concurrent User: Azure Synapse Analytics (DW1000c) 4-17,text,true,,163,0,15,15,null,36746,0,1043
1620201404695,43068,query53,200,OK,50 Concurrent User: Azure Synapse Analytics (DW1000c) 4-12,text,true,,2629,0,14,14,null,43068,0,1032
1620201396700,51077,query15,200,OK,50 Concurrent User: Azure Synapse Analytics (DW1000c) 4-4,text,true,,1951,0,13,13,null,51077,0,1007
1620201397700,51330,query26,200,OK,50 Concurrent User: Azure Synapse Analytics (DW1000c) 4-5,text,true,,5151,0,12,12,null,51330,0,1036
1620201394698,54697,query7,200,OK,50 Concurrent User: Azure Synapse Analytics (DW1000c) 4-2,text,true,,5106,0,11,11,null,54696,0,1102
1620201403694,46418,query52,200,OK,50 Concurrent User: Azure Synapse Analytics (DW1000c) 4-11,text,true,,7574,0,10,10,null,46417,0,1063
1620201405465,46202,query55,200,OK,50 Concurrent User: Azure Synapse Analytics (DW1000c) 4-3,text,true,,7052,0,9,9,null,46202,0,0
1620201402698,49906,query50,200,OK,50 Concurrent User: Azure Synapse Analytics (DW1000c) 4-10,text,true,,11139,0,8,8,null,49791,0,1022
1620201393701,60447,query2,200,OK,50 Concurrent User: Azure Synapse Analytics (DW1000c) 4-1,text,true,,170903,0,7,7,null,60056,0,1151
1620201411696,52347,query98,200,OK,50 Concurrent User: Azure Synapse Analytics (DW1000c) 4-19,text,true,,10982744,0,6,6,null,45455,0,989
1620201399697,66795,query33,200,OK,50 Concurrent User: Azure Synapse Analytics (DW1000c) 4-7,text,true,,1607,0,5,5,null,66794,0,1230
1620201405699,61243,query56,200,OK,50 Concurrent User: Azure Synapse Analytics (DW1000c) 4-13,text,true,,2570,0,4,4,null,61243,0,1047
1620201406698,60289,query60,200,OK,50 Concurrent User: Azure Synapse Analytics (DW1000c) 4-14,text,true,,2722,0,3,3,null,60289,0,962
1620201398708,73152,query31,200,OK,50 Concurrent User: Azure Synapse Analytics (DW1000c) 4-6,text,true,,16765,0,2,2,null,72465,0,1092
1620201408695,72712,query71,200,OK,50 Concurrent User: Azure Synapse Analytics (DW1000c) 4-16,text,true,,21425968,0,1,1,null,43622,0,1007
